Order_ID,Warehouse_ID,Ship_Date,Delivery_Date,Delivery_Status,Return_Status,Return_Reason
26597,2,01-11-2023,03-11-2023,On-time,No,None
26598,4,27-10-2023,29-10-2023,On-time,No,None
26599,6,16-10-2023,18-10-2023,On-time,No,None
26600,8,28-03-2023,03-04-2023,Late,Yes,Wrong Item
26601,4,11-11-2023,16-11-2023,Late,Yes,Wrong Item
26602,10,29-06-2023,02-07-2023,On-time,No,None
26603,6,21-12-2023,23-12-2023,On-time,No,None
26604,8,17-07-2023,19-07-2023,On-time,No,None
26605,7,15-10-2023,19-10-2023,On-time,No,None
26606,7,03-05-2023,09-05-2023,Late,No,None
26607,2,15-09-2023,17-09-2023,On-time,No,None
26608,7,23-08-2023,25-08-2023,On-time,No,None
26609,6,01-01-2024,07-01-2024,Late,No,None
26610,5,23-05-2023,27-05-2023,On-time,No,None
26611,6,15-11-2023,17-11-2023,On-time,No,None
26612,8,13-05-2023,16-05-2023,On-time,No,None
26613,4,02-12-2023,07-12-2023,Late,No,None
26614,9,11-07-2023,15-07-2023,On-time,No,None
26615,2,07-02-2023,12-02-2023,Late,No,None
26616,9,03-06-2023,05-06-2023,On-time,No,None
26617,1,10-05-2023,15-05-2023,Late,No,None
26618,5,27-10-2023,31-10-2023,On-time,No,None
26619,8,27-07-2023,29-07-2023,On-time,No,None
26620,4,31-01-2023,06-02-2023,Late,No,None
26621,8,14-05-2023,20-05-2023,Late,No,None
26622,5,11-05-2023,16-05-2023,Late,Yes,Wrong Item
26623,9,19-06-2023,23-06-2023,On-time,No,None
26624,10,14-10-2023,17-10-2023,On-time,No,None
26625,7,12-03-2023,15-03-2023,On-time,No,None
26626,2,23-04-2023,29-04-2023,Late,No,None
26627,9,03-12-2023,05-12-2023,On-time,No,None
26628,9,22-06-2023,28-06-2023,Late,No,None
26629,4,27-10-2023,31-10-2023,On-time,No,None
26630,1,14-05-2023,18-05-2023,On-time,No,None
26631,2,15-05-2023,18-05-2023,On-time,No,None
26632,8,09-07-2023,12-07-2023,On-time,No,None
26633,10,09-08-2023,11-08-2023,On-time,No,None
26634,10,30-01-2023,02-02-2023,On-time,No,None
26635,1,13-01-2023,17-01-2023,On-time,No,None
26636,7,20-12-2023,25-12-2023,Late,Yes,Wrong Item
26637,6,10-04-2023,15-04-2023,Late,Yes,Wrong Item
26638,5,03-07-2023,05-07-2023,On-time,No,None
26639,9,29-03-2023,04-04-2023,Late,No,None
26640,4,13-07-2023,18-07-2023,Late,No,None
26641,3,27-03-2023,01-04-2023,Late,Yes,Late
26642,2,10-02-2023,14-02-2023,On-time,No,None
26643,5,07-08-2023,12-08-2023,Late,Yes,Late
26644,4,12-11-2023,17-11-2023,Late,Yes,Damaged
26645,3,24-03-2023,30-03-2023,Late,No,None
26646,1,19-02-2023,25-02-2023,Late,Yes,Wrong Item
26647,10,06-08-2023,11-08-2023,Late,No,None
26648,6,09-01-2023,15-01-2023,Late,Yes,Wrong Item
26649,3,08-03-2023,14-03-2023,Late,Yes,Damaged
26650,3,13-11-2023,16-11-2023,On-time,No,None
26651,9,05-06-2023,07-06-2023,On-time,No,None
26652,2,30-07-2023,01-08-2023,On-time,No,None
26653,1,13-11-2023,15-11-2023,On-time,No,None
26654,3,15-05-2023,19-05-2023,On-time,No,None
26655,9,06-03-2023,08-03-2023,On-time,No,None
26656,10,15-08-2023,19-08-2023,On-time,No,None
26657,4,14-11-2023,20-11-2023,Late,No,None
26658,7,24-12-2023,27-12-2023,On-time,No,None
26659,3,03-01-2023,07-01-2023,On-time,No,None
26660,3,30-08-2023,04-09-2023,Late,No,None
26661,7,05-10-2023,08-10-2023,On-time,No,None
26662,3,14-12-2023,19-12-2023,Late,No,None
26663,8,04-04-2023,10-04-2023,Late,Yes,Damaged
26664,9,01-08-2023,03-08-2023,On-time,No,None
26665,1,17-01-2023,22-01-2023,Late,No,None
26666,1,19-05-2023,21-05-2023,On-time,No,None
26667,6,03-02-2023,09-02-2023,Late,No,None
26668,1,11-07-2023,17-07-2023,Late,No,None
26669,5,03-03-2023,07-03-2023,On-time,No,None
26670,9,14-12-2023,18-12-2023,On-time,No,None
26671,8,09-01-2023,12-01-2023,On-time,No,None
26672,4,29-06-2023,01-07-2023,On-time,No,None
26673,5,28-02-2023,03-03-2023,On-time,No,None
26674,4,17-05-2023,19-05-2023,On-time,No,None
26675,7,10-02-2023,15-02-2023,Late,No,None
26676,3,29-01-2023,01-02-2023,On-time,No,None
26677,10,30-10-2023,01-11-2023,On-time,No,None
26678,2,03-07-2023,08-07-2023,Late,No,None
26679,4,15-06-2023,19-06-2023,On-time,No,None
26680,7,31-03-2023,04-04-2023,On-time,No,None
26681,9,26-11-2023,02-12-2023,Late,Yes,Wrong Item
26682,6,29-07-2023,31-07-2023,On-time,No,None
26683,9,01-02-2023,03-02-2023,On-time,No,None
26684,7,02-02-2023,04-02-2023,On-time,No,None
26685,6,08-07-2023,10-07-2023,On-time,No,None
26686,3,29-12-2023,02-01-2024,On-time,No,None
26687,3,16-05-2023,19-05-2023,On-time,No,None
26688,1,05-12-2023,08-12-2023,On-time,No,None
26689,1,17-02-2023,20-02-2023,On-time,No,None
26690,6,11-12-2023,14-12-2023,On-time,No,None
26691,6,21-09-2023,27-09-2023,Late,No,None
26692,6,10-08-2023,16-08-2023,Late,Yes,Late
26693,5,23-09-2023,26-09-2023,On-time,No,None
26694,3,19-06-2023,21-06-2023,On-time,No,None
26695,9,30-05-2023,04-06-2023,Late,No,None
26696,1,07-03-2023,13-03-2023,Late,No,None
26697,7,28-02-2023,06-03-2023,Late,Yes,Late
26698,3,20-09-2023,26-09-2023,Late,Yes,Damaged
26699,5,21-07-2023,23-07-2023,On-time,No,None
26700,9,17-03-2023,22-03-2023,Late,No,None
26701,1,08-11-2023,14-11-2023,Late,No,None
26702,2,21-10-2023,24-10-2023,On-time,No,None
26703,10,03-05-2023,07-05-2023,On-time,No,None
26704,9,23-12-2023,29-12-2023,Late,Yes,Late
26705,2,13-05-2023,17-05-2023,On-time,No,None
26706,7,11-11-2023,14-11-2023,On-time,No,None
26707,10,22-10-2023,26-10-2023,On-time,No,None
26708,1,07-01-2023,11-01-2023,On-time,No,None
26709,4,29-12-2023,02-01-2024,On-time,No,None
26710,6,16-07-2023,22-07-2023,Late,No,None
26711,1,22-10-2023,27-10-2023,Late,No,None
26712,5,01-11-2023,07-11-2023,Late,Yes,Damaged
26713,2,27-06-2023,01-07-2023,On-time,No,None
26714,5,23-11-2023,25-11-2023,On-time,No,None
26715,5,21-11-2023,24-11-2023,On-time,No,None
26716,5,08-02-2023,13-02-2023,Late,Yes,Wrong Item
26717,3,20-11-2023,25-11-2023,Late,Yes,Damaged
26718,6,13-02-2023,15-02-2023,On-time,No,None
26719,7,03-05-2023,05-05-2023,On-time,No,None
26720,8,31-01-2023,04-02-2023,On-time,No,None
26721,2,03-03-2023,07-03-2023,On-time,No,None
26722,5,05-07-2023,10-07-2023,Late,No,None
26723,6,09-09-2023,15-09-2023,Late,Yes,Wrong Item
26724,7,25-04-2023,30-04-2023,Late,Yes,Late
26725,4,04-09-2023,08-09-2023,On-time,No,None
26726,2,21-12-2023,26-12-2023,Late,No,None
26727,2,25-07-2023,28-07-2023,On-time,No,None
26728,9,24-07-2023,30-07-2023,Late,No,None
26729,3,27-08-2023,30-08-2023,On-time,No,None
26730,10,06-06-2023,08-06-2023,On-time,No,None
26731,2,20-05-2023,24-05-2023,On-time,No,None
26732,4,20-07-2023,25-07-2023,Late,No,None
26733,1,04-02-2023,08-02-2023,On-time,No,None
26734,4,13-03-2023,17-03-2023,On-time,No,None
26735,5,21-06-2023,27-06-2023,Late,No,None
26736,2,24-04-2023,27-04-2023,On-time,No,None
26737,1,19-05-2023,22-05-2023,On-time,No,None
26738,7,19-07-2023,21-07-2023,On-time,No,None
26739,10,07-09-2023,11-09-2023,On-time,No,None
26740,8,20-09-2023,26-09-2023,Late,Yes,Late
26741,1,24-03-2023,28-03-2023,On-time,No,None
26742,5,02-08-2023,07-08-2023,Late,No,None
26743,7,18-08-2023,20-08-2023,On-time,No,None
26744,9,18-05-2023,20-05-2023,On-time,No,None
26745,10,02-03-2023,07-03-2023,Late,No,None
26746,9,14-09-2023,16-09-2023,On-time,No,None
26747,8,03-12-2023,05-12-2023,On-time,No,None
26748,5,27-02-2023,02-03-2023,On-time,No,None
26749,9,20-09-2023,22-09-2023,On-time,No,None
26750,9,26-05-2023,01-06-2023,Late,Yes,Late
26751,7,11-08-2023,14-08-2023,On-time,No,None
26752,7,22-12-2023,24-12-2023,On-time,No,None
26753,8,14-05-2023,19-05-2023,Late,No,None
26754,4,01-01-2024,06-01-2024,Late,Yes,Late
26755,8,19-09-2023,25-09-2023,Late,No,None
26756,10,19-08-2023,24-08-2023,Late,Yes,Wrong Item
26757,10,20-05-2023,22-05-2023,On-time,No,None
26758,8,29-11-2023,02-12-2023,On-time,No,None
26759,2,14-06-2023,16-06-2023,On-time,No,None
26760,6,20-01-2023,23-01-2023,On-time,No,None
26761,4,05-02-2023,10-02-2023,Late,No,None
26762,7,25-11-2023,30-11-2023,Late,No,None
26763,5,04-11-2023,07-11-2023,On-time,No,None
26764,6,14-03-2023,17-03-2023,On-time,No,None
26765,5,15-03-2023,17-03-2023,On-time,No,None
26766,2,03-08-2023,09-08-2023,Late,Yes,Late
26767,9,17-01-2023,23-01-2023,Late,No,None
26768,7,26-04-2023,28-04-2023,On-time,No,None
26769,1,10-08-2023,13-08-2023,On-time,No,None
26770,8,30-10-2023,01-11-2023,On-time,No,None
26771,9,18-03-2023,23-03-2023,Late,Yes,Damaged
26772,9,14-05-2023,18-05-2023,On-time,No,None
26773,8,29-03-2023,04-04-2023,Late,No,None
26774,2,26-04-2023,30-04-2023,On-time,No,None
26775,1,21-10-2023,23-10-2023,On-time,No,None
26776,1,06-09-2023,09-09-2023,On-time,No,None
26777,6,15-05-2023,21-05-2023,Late,Yes,Damaged
26778,8,28-03-2023,03-04-2023,Late,No,None
26779,8,04-09-2023,10-09-2023,Late,No,None
26780,3,20-07-2023,26-07-2023,Late,Yes,Damaged
26781,3,09-09-2023,13-09-2023,On-time,No,None
26782,10,12-01-2023,15-01-2023,On-time,No,None
26783,1,10-12-2023,14-12-2023,On-time,No,None
26784,3,15-02-2023,20-02-2023,Late,No,None
26785,3,20-09-2023,25-09-2023,Late,No,None
26786,7,10-09-2023,13-09-2023,On-time,No,None
26787,3,09-08-2023,15-08-2023,Late,Yes,Wrong Item
26788,1,02-08-2023,08-08-2023,Late,Yes,Damaged
26789,7,12-06-2023,14-06-2023,On-time,No,None
26790,4,13-06-2023,16-06-2023,On-time,No,None
26791,4,23-08-2023,28-08-2023,Late,Yes,Late
26792,7,19-12-2023,25-12-2023,Late,Yes,Damaged
26793,1,14-09-2023,17-09-2023,On-time,No,None
26794,1,18-08-2023,21-08-2023,On-time,No,None
26795,8,03-02-2023,09-02-2023,Late,Yes,Damaged
26796,3,13-12-2023,16-12-2023,On-time,No,None
26797,8,17-11-2023,20-11-2023,On-time,No,None
26798,4,19-07-2023,22-07-2023,On-time,No,None
26799,2,13-03-2023,17-03-2023,On-time,No,None
26800,8,25-03-2023,31-03-2023,Late,Yes,Late
26801,6,22-05-2023,24-05-2023,On-time,No,None
26802,4,20-09-2023,24-09-2023,On-time,No,None
26803,9,11-08-2023,17-08-2023,Late,No,None
26804,4,20-04-2023,24-04-2023,On-time,No,None
26805,2,27-04-2023,02-05-2023,Late,No,None
26806,9,02-12-2023,05-12-2023,On-time,No,None
26807,4,25-01-2023,31-01-2023,Late,Yes,Late
26808,4,03-06-2023,08-06-2023,Late,Yes,Wrong Item
26809,8,20-05-2023,22-05-2023,On-time,No,None
26810,10,17-12-2023,23-12-2023,Late,Yes,Wrong Item
26811,2,14-05-2023,18-05-2023,On-time,No,None
26812,7,16-08-2023,18-08-2023,On-time,No,None
26813,7,28-07-2023,02-08-2023,Late,No,None
26814,2,28-09-2023,04-10-2023,Late,Yes,Damaged
26815,8,07-01-2023,09-01-2023,On-time,No,None
26816,5,02-11-2023,04-11-2023,On-time,No,None
26817,7,29-12-2023,03-01-2024,Late,Yes,Damaged
26818,4,31-07-2023,03-08-2023,On-time,No,None
26819,8,12-06-2023,17-06-2023,Late,Yes,Damaged
26820,3,10-10-2023,14-10-2023,On-time,No,None
26821,8,07-06-2023,13-06-2023,Late,No,None
26822,3,15-08-2023,17-08-2023,On-time,No,None
26823,2,13-03-2023,15-03-2023,On-time,No,None
26824,5,13-11-2023,15-11-2023,On-time,No,None
26825,1,01-08-2023,06-08-2023,Late,No,None
26826,1,22-08-2023,26-08-2023,On-time,No,None
26827,8,04-05-2023,07-05-2023,On-time,No,None
26828,6,09-08-2023,13-08-2023,On-time,No,None
26829,4,23-11-2023,28-11-2023,Late,No,None
26830,2,07-06-2023,10-06-2023,On-time,No,None
26831,3,29-05-2023,01-06-2023,On-time,No,None
26832,1,13-05-2023,15-05-2023,On-time,No,None
26833,6,16-05-2023,22-05-2023,Late,No,None
26834,10,17-10-2023,23-10-2023,Late,Yes,Damaged
26835,9,28-06-2023,30-06-2023,On-time,No,None
26836,7,06-08-2023,12-08-2023,Late,No,None
26837,5,02-07-2023,05-07-2023,On-time,No,None
26838,10,07-08-2023,13-08-2023,Late,No,None
26839,5,18-12-2023,21-12-2023,On-time,No,None
26840,6,27-12-2023,30-12-2023,On-time,No,None
26841,9,20-06-2023,25-06-2023,Late,No,None
26842,10,01-07-2023,05-07-2023,On-time,No,None
26843,1,16-04-2023,20-04-2023,On-time,No,None
26844,3,20-03-2023,23-03-2023,On-time,No,None
26845,7,30-11-2023,03-12-2023,On-time,No,None
26846,4,04-08-2023,10-08-2023,Late,No,None
26847,9,20-01-2023,22-01-2023,On-time,No,None
26848,8,06-02-2023,08-02-2023,On-time,No,None
26849,10,14-02-2023,19-02-2023,Late,Yes,Wrong Item
26850,4,06-02-2023,11-02-2023,Late,No,None
26851,4,18-03-2023,23-03-2023,Late,No,None
26852,4,20-03-2023,23-03-2023,On-time,No,None
26853,6,13-10-2023,18-10-2023,Late,No,None
26854,4,22-07-2023,27-07-2023,Late,Yes,Late
26855,5,20-04-2023,26-04-2023,Late,Yes,Damaged
26856,4,21-07-2023,27-07-2023,Late,Yes,Late
26857,5,11-04-2023,13-04-2023,On-time,No,None
26858,9,11-01-2023,16-01-2023,Late,Yes,Wrong Item
26859,10,22-06-2023,27-06-2023,Late,No,None
26860,2,28-08-2023,02-09-2023,Late,No,None
26861,2,27-04-2023,30-04-2023,On-time,No,None
26862,1,15-03-2023,20-03-2023,Late,Yes,Damaged
26863,1,07-03-2023,10-03-2023,On-time,No,None
26864,6,23-07-2023,28-07-2023,Late,Yes,Late
26865,10,18-11-2023,22-11-2023,On-time,No,None
26866,5,04-09-2023,10-09-2023,Late,No,None
26867,5,20-07-2023,26-07-2023,Late,No,None
26868,6,07-11-2023,12-11-2023,Late,No,None
26869,8,15-09-2023,17-09-2023,On-time,No,None
26870,1,31-07-2023,04-08-2023,On-time,No,None
26871,3,29-07-2023,31-07-2023,On-time,No,None
26872,4,26-06-2023,02-07-2023,Late,Yes,Late
26873,6,21-03-2023,23-03-2023,On-time,No,None
26874,4,07-04-2023,12-04-2023,Late,No,None
26875,9,30-01-2023,02-02-2023,On-time,No,None
26876,2,08-07-2023,10-07-2023,On-time,No,None
26877,10,18-10-2023,20-10-2023,On-time,No,None
26878,7,25-04-2023,27-04-2023,On-time,No,None
26879,8,22-07-2023,25-07-2023,On-time,No,None
26880,6,12-05-2023,17-05-2023,Late,Yes,Wrong Item
26881,4,19-06-2023,22-06-2023,On-time,No,None
26882,6,01-02-2023,06-02-2023,Late,No,None
26883,1,23-09-2023,28-09-2023,Late,No,None
26884,1,07-10-2023,13-10-2023,Late,No,None
26885,7,23-12-2023,26-12-2023,On-time,No,None
26886,8,14-01-2023,20-01-2023,Late,No,None
26887,8,24-07-2023,29-07-2023,Late,Yes,Wrong Item
26888,9,10-12-2023,16-12-2023,Late,Yes,Late
26889,5,29-09-2023,03-10-2023,On-time,No,None
26890,4,01-08-2023,07-08-2023,Late,No,None
26891,10,18-09-2023,24-09-2023,Late,No,None
26892,9,24-09-2023,28-09-2023,On-time,No,None
26893,6,17-11-2023,22-11-2023,Late,No,None
26894,9,24-02-2023,27-02-2023,On-time,No,None
26895,8,15-01-2023,17-01-2023,On-time,No,None
26896,6,17-07-2023,21-07-2023,On-time,No,None
26897,10,04-11-2023,07-11-2023,On-time,No,None
26898,8,12-04-2023,17-04-2023,Late,Yes,Late
26899,4,01-11-2023,07-11-2023,Late,Yes,Wrong Item
26900,9,30-01-2023,01-02-2023,On-time,No,None
26901,8,08-08-2023,14-08-2023,Late,No,None
26902,4,09-04-2023,12-04-2023,On-time,No,None
26903,7,17-03-2023,20-03-2023,On-time,No,None
26904,7,18-08-2023,20-08-2023,On-time,No,None
26905,2,02-04-2023,08-04-2023,Late,No,None
26906,7,28-08-2023,01-09-2023,On-time,No,None
26907,1,11-12-2023,13-12-2023,On-time,No,None
26908,9,19-11-2023,21-11-2023,On-time,No,None
26909,8,27-09-2023,02-10-2023,Late,No,None
26910,9,10-03-2023,16-03-2023,Late,No,None
26911,5,15-01-2023,17-01-2023,On-time,No,None
26912,8,22-03-2023,28-03-2023,Late,No,None
26913,3,24-10-2023,30-10-2023,Late,Yes,Damaged
26914,4,03-11-2023,07-11-2023,On-time,No,None
26915,3,15-06-2023,17-06-2023,On-time,No,None
26916,6,05-02-2023,10-02-2023,Late,No,None
26917,4,14-02-2023,17-02-2023,On-time,No,None
26918,6,15-02-2023,17-02-2023,On-time,No,None
26919,3,17-09-2023,22-09-2023,Late,Yes,Late
26920,8,25-07-2023,28-07-2023,On-time,No,None
26921,7,28-11-2023,02-12-2023,On-time,No,None
26922,3,30-07-2023,03-08-2023,On-time,No,None
26923,7,22-10-2023,25-10-2023,On-time,No,None
26924,9,01-05-2023,03-05-2023,On-time,No,None
26925,5,14-05-2023,17-05-2023,On-time,No,None
26926,3,06-05-2023,08-05-2023,On-time,No,None
26927,10,10-07-2023,14-07-2023,On-time,No,None
26928,8,09-06-2023,12-06-2023,On-time,No,None
26929,2,01-04-2023,04-04-2023,On-time,No,None
26930,6,03-08-2023,07-08-2023,On-time,No,None
26931,8,05-07-2023,09-07-2023,On-time,No,None
26932,2,08-10-2023,13-10-2023,Late,No,None
26933,7,04-01-2023,10-01-2023,Late,Yes,Wrong Item
26934,2,16-03-2023,22-03-2023,Late,No,None
26935,8,19-06-2023,24-06-2023,Late,No,None
26936,6,26-03-2023,30-03-2023,On-time,No,None
26937,3,16-08-2023,19-08-2023,On-time,No,None
26938,4,30-07-2023,03-08-2023,On-time,No,None
26939,8,25-07-2023,30-07-2023,Late,Yes,Late
26940,6,24-01-2023,30-01-2023,Late,No,None
26941,4,21-05-2023,23-05-2023,On-time,No,None
26942,5,16-10-2023,20-10-2023,On-time,No,None
26943,6,06-05-2023,09-05-2023,On-time,No,None
26944,1,17-08-2023,23-08-2023,Late,No,None
26945,10,22-04-2023,24-04-2023,On-time,No,None
26946,1,12-08-2023,16-08-2023,On-time,No,None
26947,7,13-12-2023,18-12-2023,Late,Yes,Wrong Item
26948,2,19-06-2023,22-06-2023,On-time,No,None
26949,6,05-05-2023,09-05-2023,On-time,No,None
26950,8,23-08-2023,27-08-2023,On-time,No,None
26951,1,15-09-2023,18-09-2023,On-time,No,None
26952,8,06-04-2023,08-04-2023,On-time,No,None
26953,3,03-08-2023,09-08-2023,Late,Yes,Late
26954,2,18-11-2023,24-11-2023,Late,No,None
26955,4,21-02-2023,25-02-2023,On-time,No,None
26956,7,30-01-2023,04-02-2023,Late,No,None
26957,6,16-07-2023,18-07-2023,On-time,No,None
26958,10,26-09-2023,01-10-2023,Late,Yes,Wrong Item
26959,2,20-01-2023,22-01-2023,On-time,No,None
26960,8,13-05-2023,16-05-2023,On-time,No,None
26961,6,25-10-2023,30-10-2023,Late,No,None
26962,7,19-06-2023,23-06-2023,On-time,No,None
26963,1,11-07-2023,13-07-2023,On-time,No,None
26964,9,18-03-2023,21-03-2023,On-time,No,None
26965,6,08-06-2023,14-06-2023,Late,No,None
26966,1,20-10-2023,23-10-2023,On-time,No,None
26967,5,28-02-2023,05-03-2023,Late,Yes,Wrong Item
26968,1,12-09-2023,14-09-2023,On-time,No,None
26969,4,15-02-2023,17-02-2023,On-time,No,None
26970,6,27-06-2023,03-07-2023,Late,Yes,Wrong Item
26971,2,11-07-2023,16-07-2023,Late,No,None
26972,3,06-02-2023,09-02-2023,On-time,No,None
26973,1,06-12-2023,09-12-2023,On-time,No,None
26974,3,01-01-2024,04-01-2024,On-time,No,None
26975,4,08-04-2023,13-04-2023,Late,No,None
26976,5,13-02-2023,17-02-2023,On-time,No,None
26977,7,02-03-2023,08-03-2023,Late,Yes,Late
26978,10,07-11-2023,09-11-2023,On-time,No,None
26979,7,05-10-2023,11-10-2023,Late,No,None
26980,10,11-08-2023,15-08-2023,On-time,No,None
26981,3,13-09-2023,17-09-2023,On-time,No,None
26982,3,24-01-2023,28-01-2023,On-time,No,None
26983,8,22-04-2023,27-04-2023,Late,No,None
26984,1,04-05-2023,09-05-2023,Late,No,None
26985,5,08-12-2023,10-12-2023,On-time,No,None
26986,9,22-01-2023,26-01-2023,On-time,No,None
26987,8,27-11-2023,01-12-2023,On-time,No,None
26988,3,04-11-2023,09-11-2023,Late,No,None
26989,9,17-02-2023,23-02-2023,Late,No,None
26990,7,19-09-2023,21-09-2023,On-time,No,None
26991,10,18-09-2023,22-09-2023,On-time,No,None
26992,1,25-12-2023,30-12-2023,Late,Yes,Wrong Item
26993,9,23-06-2023,25-06-2023,On-time,No,None
26994,3,14-05-2023,20-05-2023,Late,No,None
26995,4,02-06-2023,07-06-2023,Late,No,None
26996,9,26-12-2023,31-12-2023,Late,No,None
26997,2,16-08-2023,18-08-2023,On-time,No,None
26998,2,22-03-2023,28-03-2023,Late,Yes,Late
26999,3,05-11-2023,09-11-2023,On-time,No,None
27000,5,04-01-2023,06-01-2023,On-time,No,None
27001,1,11-02-2023,15-02-2023,On-time,No,None
27002,5,20-04-2023,25-04-2023,Late,No,None
27003,5,21-12-2023,26-12-2023,Late,No,None
27004,1,23-08-2023,29-08-2023,Late,No,None
27005,1,13-01-2023,16-01-2023,On-time,No,None
27006,1,23-02-2023,27-02-2023,On-time,No,None
27007,7,07-08-2023,09-08-2023,On-time,No,None
27008,9,30-01-2023,02-02-2023,On-time,No,None
27009,4,27-07-2023,29-07-2023,On-time,No,None
27010,3,02-05-2023,06-05-2023,On-time,No,None
27011,2,28-05-2023,03-06-2023,Late,No,None
27012,5,01-03-2023,03-03-2023,On-time,No,None
27013,7,24-10-2023,27-10-2023,On-time,No,None
27014,3,22-09-2023,28-09-2023,Late,No,None
27015,1,09-05-2023,14-05-2023,Late,Yes,Late
27016,6,13-05-2023,16-05-2023,On-time,No,None
27017,7,03-09-2023,05-09-2023,On-time,No,None
27018,4,08-07-2023,13-07-2023,Late,Yes,Damaged
27019,7,16-09-2023,20-09-2023,On-time,No,None
27020,1,28-07-2023,03-08-2023,Late,No,None
27021,4,11-12-2023,13-12-2023,On-time,No,None
27022,2,12-12-2023,17-12-2023,Late,No,None
27023,1,29-06-2023,01-07-2023,On-time,No,None
27024,9,03-09-2023,06-09-2023,On-time,No,None
27025,10,26-08-2023,29-08-2023,On-time,No,None
27026,2,19-11-2023,25-11-2023,Late,No,None
27027,5,03-08-2023,07-08-2023,On-time,No,None
27028,4,28-10-2023,30-10-2023,On-time,No,None
27029,10,28-03-2023,01-04-2023,On-time,No,None
27030,9,10-11-2023,12-11-2023,On-time,No,None
27031,9,06-10-2023,10-10-2023,On-time,No,None
27032,6,26-12-2023,31-12-2023,Late,Yes,Damaged
27033,5,15-08-2023,21-08-2023,Late,Yes,Wrong Item
27034,5,01-01-2024,04-01-2024,On-time,No,None
27035,3,04-06-2023,10-06-2023,Late,No,None
27036,7,12-08-2023,14-08-2023,On-time,No,None
27037,2,31-01-2023,04-02-2023,On-time,No,None
27038,10,14-09-2023,17-09-2023,On-time,No,None
27039,4,27-08-2023,01-09-2023,Late,Yes,Wrong Item
27040,4,15-03-2023,17-03-2023,On-time,No,None
27041,4,08-10-2023,11-10-2023,On-time,No,None
27042,4,14-01-2023,16-01-2023,On-time,No,None
27043,5,30-11-2023,04-12-2023,On-time,No,None
27044,2,09-06-2023,15-06-2023,Late,No,None
27045,6,07-05-2023,10-05-2023,On-time,No,None
27046,8,21-12-2023,26-12-2023,Late,No,None
27047,9,15-11-2023,19-11-2023,On-time,No,None
27048,2,26-01-2023,28-01-2023,On-time,No,None
27049,4,21-03-2023,23-03-2023,On-time,No,None
27050,4,26-05-2023,30-05-2023,On-time,No,None
27051,3,05-10-2023,10-10-2023,Late,No,None
27052,4,25-03-2023,31-03-2023,Late,No,None
27053,6,23-06-2023,28-06-2023,Late,Yes,Damaged
27054,4,31-08-2023,02-09-2023,On-time,No,None
27055,1,13-11-2023,17-11-2023,On-time,No,None
27056,7,28-05-2023,03-06-2023,Late,Yes,Late
27057,10,26-01-2023,30-01-2023,On-time,No,None
27058,10,21-02-2023,27-02-2023,Late,No,None
27059,3,12-09-2023,14-09-2023,On-time,No,None
27060,2,08-06-2023,12-06-2023,On-time,No,None
27061,1,27-11-2023,30-11-2023,On-time,No,None
27062,6,19-02-2023,25-02-2023,Late,No,None
27063,2,23-07-2023,27-07-2023,On-time,No,None
27064,8,16-10-2023,22-10-2023,Late,No,None
27065,1,09-01-2023,11-01-2023,On-time,No,None
27066,6,15-11-2023,18-11-2023,On-time,No,None
27067,1,08-04-2023,12-04-2023,On-time,No,None
27068,1,23-07-2023,26-07-2023,On-time,No,None
27069,6,21-10-2023,23-10-2023,On-time,No,None
27070,9,13-03-2023,18-03-2023,Late,No,None
27071,6,02-12-2023,04-12-2023,On-time,No,None
27072,8,01-10-2023,05-10-2023,On-time,No,None
27073,6,20-07-2023,22-07-2023,On-time,No,None
27074,2,08-02-2023,10-02-2023,On-time,No,None
27075,10,16-03-2023,22-03-2023,Late,No,None
27076,5,08-12-2023,13-12-2023,Late,No,None
27077,6,31-12-2023,03-01-2024,On-time,No,None
27078,4,30-07-2023,03-08-2023,On-time,No,None
27079,1,06-12-2023,09-12-2023,On-time,No,None
27080,6,20-06-2023,25-06-2023,Late,Yes,Late
27081,2,11-12-2023,16-12-2023,Late,No,None
27082,4,17-12-2023,23-12-2023,Late,Yes,Late
27083,7,11-04-2023,16-04-2023,Late,Yes,Late
27084,8,14-06-2023,18-06-2023,On-time,No,None
27085,1,29-11-2023,04-12-2023,Late,No,None
27086,6,07-10-2023,12-10-2023,Late,No,None
27087,9,10-04-2023,16-04-2023,Late,No,None
27088,9,14-01-2023,16-01-2023,On-time,No,None
27089,7,22-09-2023,27-09-2023,Late,Yes,Damaged
27090,7,03-06-2023,07-06-2023,On-time,No,None
27091,2,28-01-2023,03-02-2023,Late,Yes,Damaged
27092,6,12-09-2023,17-09-2023,Late,No,None
27093,1,06-10-2023,11-10-2023,Late,No,None
27094,9,26-04-2023,29-04-2023,On-time,No,None
27095,5,15-07-2023,18-07-2023,On-time,No,None
27096,1,09-09-2023,15-09-2023,Late,Yes,Wrong Item
27097,6,22-09-2023,25-09-2023,On-time,No,None
27098,5,02-07-2023,07-07-2023,Late,Yes,Late
27099,4,01-12-2023,03-12-2023,On-time,No,None
27100,2,27-02-2023,01-03-2023,On-time,No,None
27101,1,17-03-2023,22-03-2023,Late,Yes,Wrong Item
27102,6,30-12-2023,04-01-2024,Late,No,None
27103,3,12-07-2023,18-07-2023,Late,No,None
27104,8,04-10-2023,07-10-2023,On-time,No,None
27105,3,12-01-2023,15-01-2023,On-time,No,None
