Order_ID,Customer_ID,Product_ID,Campaign_ID,Quantity,Order_Date,Sales,Discount,Profit
29749,3830,896,189,1,2023-09-29,1502.82,19.89%,696.82
29750,146,371,164,4,2023-11-27,5096.83,14.55%,2376.83
29751,1975,1362,145,3,2023-05-21,2386.91,15.01%,424.91
29752,5628,1205,69,1,2023-06-20,1772.64,27.82%,839.64
29753,1821,398,127,4,2023-09-02,5658.23,23.41%,2090.23
29754,6268,1613,121,3,2023-08-31,7901.12,15.33%,3890.12
29755,7869,851,173,4,2023-10-27,8002,27.46%,3150
29756,6963,812,174,1,2023-02-15,1961.09,14.11%,891.09
29757,6476,435,68,1,2023-11-14,1746.39,21.13%,703.39
29758,8797,32,122,1,2023-05-06,2344.15,6.77%,1081.15
29759,6333,811,189,4,2023-01-08,12512.98,28.97%,5596.98
29760,1607,1441,137,4,2023-10-01,4059.67,7.60%,1055.67
29761,4240,518,91,3,2023-08-17,9282.3,29.80%,3657.3
29762,1548,1182,187,2,2023-07-28,1308.42,19.97%,444.42
29763,6974,586,36,2,2023-05-10,4321.75,0.44%,741.75
29764,2773,670,2,2,2023-08-20,6449.71,16.04%,2641.71
29765,1988,73,139,1,2023-02-13,1057.52,10.29%,287.52
29766,9578,1158,152,4,2023-12-29,11304.26,11.14%,5360.26
29767,2897,128,183,2,2023-11-17,2468.03,10.18%,1056.03
29768,6976,1773,29,1,2023-10-16,155.86,7.32%,36.86
29769,8175,1350,79,1,2023-10-02,2458.74,12.28%,487.74
29770,9138,1748,103,4,2023-06-05,8880.28,15.72%,4252.28
29771,9498,721,118,3,2023-10-01,11618.65,6.38%,5717.65
29772,6583,1410,3,2,2023-08-17,4561.99,26.56%,2129.99
29773,8351,514,18,4,2023-12-29,4613.75,19.12%,1337.75
29774,6014,1034,109,1,2023-05-29,1310.81,22.18%,395.81
29775,1351,1085,102,3,2023-08-26,6210.18,28.46%,2034.18
29776,7685,513,21,2,2023-01-16,4444.3,9.16%,1268.3
29777,7058,290,44,4,2023-05-15,6069.64,15.56%,2649.64
29778,9847,751,162,3,2023-09-09,8108.6,22.86%,3053.6
29779,7986,1781,42,4,2023-03-13,9884.61,9.16%,3748.61
29780,5876,804,67,2,2023-12-24,2267.53,2.68%,847.53
29781,7281,168,56,4,2023-10-30,6350.67,1.25%,1794.67
29782,3031,1395,136,4,2023-06-16,4729.32,13.45%,2169.32
29783,676,916,60,3,2023-03-16,5912.71,10.94%,2624.71
29784,369,1248,186,4,2023-11-03,4596.17,17.06%,2172.17
29785,6771,1592,99,3,2023-03-29,7352.19,19.99%,2492.19
29786,9396,17,3,2,2023-03-23,999.32,24.08%,219.32
29787,3361,316,104,1,2023-04-05,1332.85,3.60%,512.85
29788,1472,1703,141,3,2023-08-02,9012.59,14.20%,4218.59
29789,5352,1494,171,2,2023-08-21,1368.25,17.48%,598.25
29790,1349,133,48,4,2023-04-21,1152.96,10.31%,240.96
29791,3017,833,137,4,2023-09-04,8006.91,18.57%,1818.91
29792,670,735,109,3,2023-03-26,2774.2,27.95%,671.2
29793,5728,1042,77,1,2023-03-26,1139.59,19.32%,291.59
29794,1255,69,196,3,2023-10-13,10118.35,23.85%,4991.35
29795,2009,62,174,4,2023-05-04,10920.21,13.55%,3788.21
29796,827,1881,51,2,2023-01-19,6515.4,15.75%,2759.4
29797,2312,1351,30,3,2023-10-18,6720.62,26.45%,1671.62
29798,8642,398,115,3,2023-02-02,4491.19,24.37%,1815.19
29799,8741,903,182,4,2023-12-17,3406.01,5.95%,966.01
29800,1635,1118,194,3,2023-12-05,6137.03,28.68%,3047.03
29801,7909,401,104,2,2023-08-01,813.91,10.58%,317.91
29802,3670,397,166,2,2023-11-27,3809.7,10.76%,1211.7
29803,9831,408,173,2,2023-08-04,6273.45,17.85%,2591.45
29804,4720,484,70,4,2023-10-21,9966.65,0.90%,3986.65
29805,4449,831,38,4,2023-01-15,9721.7,25.78%,3529.7
29806,1008,1932,57,3,2023-01-30,2879.03,29.09%,1385.03
29807,1011,1682,55,2,2023-01-19,5094.62,23.05%,2464.62
29808,7665,1175,145,1,2023-07-19,191.2,10.67%,46.2
29809,2801,406,133,2,2023-11-17,5078.81,11.71%,1250.81
29810,8502,1561,140,3,2023-07-01,11857.33,19.74%,5908.33
29811,7728,1836,34,2,2023-09-04,3052.25,1.23%,1264.25
29812,7529,281,189,1,2023-12-05,2066.32,3.43%,533.32
29813,8348,1636,3,3,2023-06-29,1576.8,20.98%,328.8
29814,9829,917,106,4,2023-01-25,9974.91,16.18%,4438.91
29815,5058,1648,75,4,2023-06-20,8615.85,1.79%,4139.85
29816,4462,797,51,4,2023-03-17,10266.78,12.58%,4706.78
29817,3153,1596,18,1,2023-12-15,2521.23,9.94%,738.23
29818,7808,1525,113,2,2023-07-06,6864.79,24.07%,3338.79
29819,7839,510,22,3,2023-04-04,5526.06,3.47%,927.06
29820,3131,1928,132,4,2023-10-09,12804.54,1.98%,6064.54
29821,9453,1137,187,2,2023-03-14,7050,1.47%,3486
29822,4568,118,23,1,2023-12-14,3430.58,10.50%,1649.58
29823,5535,517,29,2,2023-02-20,3757.83,27.73%,843.83
29824,4470,706,175,3,2023-09-28,7060.39,5.95%,3460.39
29825,3381,180,53,4,2023-11-09,3796.86,10.05%,1244.86
29826,1631,407,71,1,2023-03-02,2698.11,15.25%,1166.11
29827,9338,386,107,4,2023-01-26,10285.75,7.46%,2617.75
29828,6777,1238,182,2,2023-01-29,1579.06,26.72%,769.06
29829,36,853,16,2,2023-02-07,3435.24,5.20%,1135.24
29830,725,108,169,3,2023-10-26,5059.48,15.61%,2281.48
29831,9669,1660,104,2,2023-06-30,3719.98,13.52%,1815.98
29832,2507,1457,59,3,2023-07-25,8281.81,0.28%,4021.81
29833,3298,1489,43,3,2023-03-30,4098.19,14.96%,1590.19
29834,891,168,184,3,2023-11-15,5985.4,29.83%,2568.4
29835,1401,1213,173,3,2023-05-12,2700.48,28.99%,990.48
29836,7920,1823,153,4,2023-09-16,13015.31,24.29%,5367.31
29837,9219,89,154,2,2023-01-26,4944.67,2.90%,2364.67
29838,4102,1415,192,4,2023-08-24,6311.18,28.19%,1823.18
29839,7572,25,165,2,2023-11-24,4045.83,28.21%,1585.83
29840,2661,978,15,3,2023-01-11,4309.71,13.90%,1669.71
29841,5959,96,160,1,2023-05-18,3064.46,16.71%,1470.46
29842,3750,122,186,1,2023-05-13,1019.65,0.08%,313.65
29843,8868,698,188,2,2023-12-15,3459.22,18.65%,847.22
29844,8710,1597,136,4,2023-08-31,1311.96,16.94%,503.96
29845,4480,1352,53,2,2023-04-24,876.81,2.19%,152.81
29846,7106,1038,70,4,2023-08-26,1083.19,18.71%,215.19
29847,6634,1392,119,2,2023-05-08,1488.66,24.17%,584.66
29848,6695,134,45,4,2023-09-22,3304.63,23.36%,1632.63
29849,5395,1143,136,2,2023-05-06,4224.23,8.86%,1548.23
29850,4704,1559,64,2,2023-10-30,5192.43,1.76%,2140.43
29851,8354,1103,131,2,2023-04-11,3662.73,2.73%,1636.73
29852,601,676,86,4,2023-04-06,4089.11,2.20%,1761.11
29853,9752,963,64,3,2023-06-14,4127.63,28.60%,1994.63
29854,8857,429,53,4,2023-11-12,10722.31,15.24%,3010.31
29855,4958,428,38,1,2023-11-09,2405.85,5.73%,527.85
29856,6174,393,55,4,2023-06-29,5930.24,18.51%,1214.24
29857,4577,453,182,3,2023-09-12,7338.43,4.16%,3492.43
29858,4317,1152,36,2,2023-02-07,5536.39,1.34%,2116.39
29859,7734,12,171,3,2023-03-02,6013.78,11.25%,1543.78
29860,6264,1757,32,3,2023-08-21,9027.07,26.05%,3927.07
29861,9965,65,89,1,2023-12-10,1274.38,14.89%,555.38
29862,6013,1761,92,3,2023-03-27,6644.19,13.59%,1391.19
29863,7941,1208,188,3,2023-05-16,1566.04,6.57%,579.04
29864,6658,533,94,4,2023-03-02,7394.97,26.70%,3346.97
29865,1391,1726,94,4,2023-12-02,5431.74,10.81%,2319.74
29866,7248,1045,70,4,2023-04-24,4491.63,29.32%,1511.63
29867,7527,603,106,2,2023-03-24,3674.75,7.17%,1510.75
29868,4287,514,20,1,2023-10-26,1488.18,29.36%,669.18
29869,9910,1416,26,1,2023-05-29,860.69,10.55%,357.69
29870,1958,396,99,2,2023-09-12,5698.98,29.99%,2094.98
29871,9852,1686,19,1,2023-03-24,592.13,18.41%,194.13
29872,3089,945,146,2,2023-10-14,2155.66,13.93%,981.66
29873,5190,9,112,4,2023-03-25,2941.87,9.34%,913.87
29874,1828,1708,30,2,2023-01-08,2819.85,4.82%,1221.85
29875,9309,1958,83,4,2023-08-30,7720.41,13.96%,3332.41
29876,2006,1885,36,4,2023-10-01,5016.11,0.33%,1920.11
29877,1162,771,42,1,2023-03-21,2356.63,9.46%,1053.63
29878,6591,854,24,1,2023-10-08,2800.96,26.01%,1299.96
29879,168,1860,91,2,2023-11-15,2001.26,11.60%,421.26
29880,8481,1001,33,4,2023-02-04,728.04,9.10%,284.04
29881,1038,461,198,3,2023-07-12,3575.73,28.67%,995.73
29882,6199,728,34,3,2023-08-22,997.09,12.46%,454.09
29883,4824,1664,191,4,2023-11-26,11697.79,24.74%,4149.79
29884,7529,1154,178,4,2023-04-28,13936.16,25.26%,6600.16
29885,3974,1411,9,1,2023-08-23,2351,19.40%,980
29886,9377,1679,92,4,2023-11-03,5138.48,21.25%,1158.48
29887,9675,1752,35,3,2023-08-28,4234.64,2.49%,1210.64
29888,200,1586,107,3,2023-11-24,2506.28,2.84%,859.28
29889,8527,410,34,4,2023-05-25,6164.91,3.31%,2080.91
29890,3414,136,81,1,2023-11-19,922.6,18.04%,314.6
29891,179,1640,160,2,2023-03-09,2780.28,6.20%,1334.28
29892,8642,693,166,3,2023-12-25,8005.59,26.29%,2899.59
29893,1725,1007,183,3,2023-11-13,3891.44,15.27%,834.44
29894,1180,517,89,2,2023-05-03,4211.56,15.26%,1297.56
29895,4836,712,114,2,2023-09-03,4956.6,21.01%,1764.6
29896,868,174,45,2,2023-09-25,5008.55,21.53%,1620.55
29897,978,1063,130,1,2023-06-03,1495.26,26.07%,420.26
29898,3641,1390,193,1,2023-07-09,1332.95,12.02%,464.95
29899,8858,800,183,1,2023-10-21,2968.08,6.87%,1416.08
29900,783,863,115,4,2023-04-30,4646.06,24.19%,1618.06
29901,4298,1852,168,3,2023-12-09,1786.77,17.07%,583.77
29902,8039,126,170,4,2023-05-23,1253.81,28.54%,437.81
29903,6733,1992,4,1,2023-02-28,1407.04,1.06%,597.04
29904,9680,1553,196,2,2023-08-21,304.21,5.34%,52.21
29905,3551,763,79,2,2023-04-07,4589.03,28.39%,1577.03
29906,8001,1152,88,1,2023-03-23,2657.8,14.36%,947.8
29907,7537,1943,172,3,2023-11-10,6717.18,20.22%,2910.18
29908,3451,487,163,4,2023-03-22,2737.7,18.80%,1345.7
29909,8315,754,133,2,2023-08-10,5410.92,7.88%,1634.92
29910,6198,1485,12,2,2023-01-06,346.01,16.39%,72.01
29911,5591,953,158,4,2023-11-06,5613.14,13.40%,2561.14
29912,7374,1196,129,4,2023-12-22,1972.09,3.76%,712.09
29913,6311,335,85,4,2023-08-23,8472.49,15.59%,2676.49
29914,5086,301,90,2,2023-03-15,1631.85,1.03%,571.85
29915,960,604,61,3,2023-11-16,7581.86,15.62%,3258.86
29916,5131,176,155,4,2023-05-09,5816.49,18.10%,1120.49
29917,9599,1246,69,1,2023-10-01,1262.05,3.48%,521.05
29918,4605,1551,130,3,2023-04-08,1309.93,9.92%,487.93
29919,8756,678,131,4,2023-07-18,4851.57,11.51%,1963.57
29920,725,1928,143,2,2023-09-15,5546.14,0.79%,2176.14
29921,7222,1710,126,3,2023-05-23,6053.62,2.45%,1460.62
29922,8439,509,130,4,2023-04-26,6458.8,19.86%,2566.8
29923,2629,335,133,1,2023-12-31,2872.8,20.23%,1423.8
29924,6284,1766,49,4,2023-11-23,7667.58,9.47%,1747.58
29925,8597,1447,174,3,2023-06-17,3712.74,16.75%,1636.74
29926,1248,691,53,1,2023-03-21,1669.2,25.40%,775.2
29927,2395,1698,171,4,2023-04-23,1922.77,9.64%,554.77
29928,4959,1316,168,1,2023-11-06,656.36,22.80%,181.36
29929,6518,1044,44,4,2023-05-03,9674.38,28.68%,3050.38
29930,1228,1900,149,2,2023-05-07,6776.83,21.17%,3354.83
29931,8825,525,96,1,2023-12-21,1930.56,27.97%,687.56
29932,6436,1580,30,1,2023-03-06,1817.86,17.79%,826.86
29933,6421,1581,4,2,2023-06-12,3533.29,13.04%,899.29
29934,6143,1327,189,3,2023-11-09,3184.17,24.56%,664.17
29935,8851,533,168,2,2023-01-03,3074.47,15.79%,1050.47
29936,7505,1903,161,4,2023-03-28,11893.19,18.41%,4757.19
29937,1124,407,37,1,2023-07-05,2706.18,21.00%,1174.18
29938,6301,558,72,4,2023-07-27,6122.24,8.27%,2838.24
29939,9076,771,8,1,2023-04-04,1721.82,8.82%,418.82
29940,8889,726,122,2,2023-12-06,2078.31,8.10%,954.31
29941,8907,1629,106,3,2023-04-03,7290.04,27.93%,3258.04
29942,6291,1448,160,1,2023-12-22,673.88,7.56%,130.88
29943,3990,1758,127,4,2023-05-31,11081.7,1.26%,5401.7
29944,242,448,106,4,2023-01-05,8259.5,10.87%,2555.5
29945,4275,1368,153,4,2023-12-02,4772.07,28.21%,2360.07
29946,2228,345,7,3,2023-09-29,3264.45,5.20%,1257.45
29947,7025,1996,145,1,2023-06-17,1918.81,5.48%,909.81
29948,9532,434,118,2,2023-08-30,6534.06,11.95%,2730.06
29949,9936,1172,39,3,2023-08-27,1403.11,5.56%,431.11
29950,6353,1505,101,3,2023-07-30,7574.63,3.44%,2384.63
29951,7656,1831,194,3,2023-07-27,8607.11,12.64%,3549.11
29952,7415,1174,156,2,2023-02-15,5072.59,17.51%,2252.59
29953,9653,1405,144,4,2023-02-25,7687.44,5.03%,2263.44
29954,6687,1326,96,1,2023-04-15,3080.06,27.27%,1212.06
29955,8579,1107,164,1,2023-03-26,2370.46,7.83%,944.46
29956,5401,1056,116,2,2023-03-06,2737.5,4.73%,1215.5
29957,1442,373,45,4,2023-10-04,4213.41,23.15%,1665.41
29958,8993,755,115,2,2023-07-20,399.2,6.70%,151.2
29959,607,1050,29,2,2023-11-17,5260.27,22.67%,1988.27
29960,3110,300,199,3,2023-04-01,6233.11,20.01%,2435.11
29961,366,1991,29,3,2023-05-05,1801.29,13.16%,664.29
29962,7344,264,147,2,2023-02-26,2823.54,20.35%,923.54
29963,4042,1341,58,4,2023-01-12,8705.52,29.71%,2801.52
29964,9177,1803,88,4,2023-11-11,2876.83,15.39%,548.83
29965,1125,699,196,1,2023-08-17,2083.01,22.82%,883.01
29966,7997,744,143,4,2023-04-09,2998.84,7.72%,1414.84
29967,8683,528,85,3,2023-06-02,1770.67,29.47%,795.67
29968,3645,969,150,3,2023-04-04,5519.67,18.48%,2402.67
29969,4225,873,53,3,2023-07-19,8247.3,11.99%,3702.3
29970,2027,1988,23,4,2023-08-01,7286.45,16.79%,3030.45
29971,21,715,82,4,2023-01-28,9736.56,13.59%,3488.56
29972,8220,778,64,1,2023-11-21,1071.35,0.12%,460.35
29973,5019,1275,111,3,2023-03-06,649.73,22.44%,130.73
29974,7072,1595,53,3,2023-05-03,1671.21,4.56%,660.21
29975,1454,565,169,2,2023-08-26,7372.4,12.99%,3442.4
29976,5257,1501,108,1,2023-08-07,3639.29,7.82%,1691.29
29977,6462,553,199,4,2023-05-31,10939.09,11.07%,5275.09
29978,4836,517,173,4,2023-02-15,11381.19,26.25%,5553.19
29979,5987,3,46,4,2023-03-20,1035.14,24.97%,231.14
29980,1476,461,107,4,2023-08-22,4571.62,29.00%,1131.62
29981,936,1488,10,1,2023-03-25,2182.83,1.96%,740.83
29982,8427,873,127,4,2023-05-11,12069.26,21.64%,6009.26
29983,35,1608,158,1,2023-06-19,905.45,7.76%,241.45
29984,8531,1308,70,4,2023-11-27,871.19,15.84%,323.19
29985,3526,920,35,4,2023-11-24,7638.71,29.10%,2722.71
29986,9695,166,93,2,2023-11-02,4420.86,19.09%,930.86
29987,5979,578,123,2,2023-12-28,4178.96,28.54%,2034.96
29988,7808,318,177,4,2023-12-04,6757.2,11.79%,3113.2
29989,706,1286,154,1,2023-07-28,2352.17,18.74%,621.17
29990,4848,787,75,1,2023-02-20,807.12,5.66%,255.12
29991,4345,658,196,3,2023-03-04,5736.72,24.02%,2325.72
29992,9317,62,9,1,2023-10-02,2838.07,25.09%,1055.07
29993,5335,38,73,1,2023-12-06,1448.82,3.72%,339.82
29994,7468,472,131,4,2023-05-27,6626.11,4.66%,2478.11
29995,9792,1319,92,4,2023-08-12,5004.85,0.02%,1620.85
29996,4531,1812,104,4,2023-03-20,6607.87,26.35%,2679.87
29997,239,728,35,2,2023-03-06,486.09,23.82%,124.09
29998,9340,568,107,3,2023-02-02,3130.83,2.22%,1378.83
29999,4245,439,86,1,2023-08-09,1956.96,11.66%,893.96
30000,2105,1403,102,4,2023-09-23,1649.13,27.61%,805.13
30001,3669,1154,42,4,2023-09-27,9952.54,14.29%,2616.54
30002,4632,740,83,3,2023-05-26,7191.62,29.31%,3555.62
30003,2163,144,155,4,2023-12-08,13370.34,4.52%,5374.34
30004,6475,611,108,3,2023-12-08,3107.85,8.56%,1262.85
30005,4462,135,71,3,2023-08-26,4507.41,5.22%,2089.41
30006,3566,956,32,4,2023-10-07,4774.01,11.20%,1978.01
30007,5369,1694,137,3,2023-04-14,2260.14,7.44%,967.14
30008,2934,35,195,1,2023-03-30,2361.39,21.03%,854.39
30009,3109,1319,137,4,2023-12-20,6011.5,15.80%,2627.5
30010,465,939,27,1,2023-08-05,166.2,13.87%,29.2
30011,5341,912,32,1,2023-11-23,443.31,19.66%,111.31
30012,2921,656,193,4,2023-11-03,5390.26,20.57%,2650.26
30013,811,1944,114,1,2023-07-26,630.09,6.71%,233.09
30014,5910,398,22,4,2023-09-09,6336.03,12.89%,2768.03
30015,5979,1040,178,1,2023-01-17,2820.66,14.49%,927.66
30016,6630,1312,130,3,2023-05-10,3637.45,24.90%,1300.45
30017,399,1460,117,4,2023-06-20,1516.6,1.97%,384.6
30018,7701,1863,154,3,2023-07-01,6776.82,8.51%,2879.82
30019,1076,1881,13,4,2023-06-26,12982.85,7.80%,5470.85
30020,7599,1111,8,4,2023-05-09,7232.14,16.09%,3392.14
30021,1863,258,115,1,2023-08-10,2938.94,16.21%,1166.94
30022,886,969,191,2,2023-08-11,3074.45,9.74%,996.45
30023,5539,1637,180,1,2023-01-06,1305.58,2.74%,475.58
30024,2567,1002,149,1,2023-05-31,1518.92,25.97%,343.92
30025,1674,1440,114,2,2023-03-16,3449.82,29.17%,1425.82
30026,5260,1067,101,3,2023-01-28,3771.27,29.81%,1491.27
30027,6491,726,57,1,2023-10-25,677.54,29.06%,115.54
30028,1692,18,122,4,2023-12-14,3488.54,29.79%,1404.54
30029,4154,1450,73,2,2023-01-20,2435.62,21.53%,995.62
30030,658,1661,153,4,2023-07-26,3014.27,17.19%,1394.27
30031,3257,1215,152,3,2023-03-11,1818.25,22.03%,897.25
30032,6322,110,112,4,2023-07-22,8798.05,1.89%,4070.05
30033,4055,87,180,4,2023-06-28,4137.05,0.45%,1837.05
30034,9703,1801,76,2,2023-12-24,2462.08,16.65%,606.08
30035,5247,219,119,3,2023-12-27,5670.44,28.47%,1767.44
30036,9261,994,174,2,2023-06-19,4691.17,8.22%,2153.17
30037,6334,1673,38,3,2023-11-04,6295.31,10.98%,1834.31
30038,9578,1365,75,1,2023-10-14,446.7,13.98%,128.7
30039,2615,1169,191,2,2023-03-11,1646.3,3.13%,802.3
30040,772,1797,118,2,2023-02-13,446.37,19.93%,132.37
30041,2575,398,37,1,2023-12-22,1083.33,17.17%,191.33
30042,2197,722,70,2,2023-04-18,5139,19.15%,2151
30043,7934,664,175,4,2023-03-07,4648.4,24.43%,2280.4
30044,6358,371,92,1,2023-04-14,980.52,8.63%,300.52
30045,4716,1481,29,4,2023-11-08,10514.95,6.27%,3630.95
30046,1998,671,15,2,2023-11-23,3350.91,6.65%,866.91
30047,2083,1365,135,2,2023-06-01,774.5,23.05%,138.5
30048,8964,483,111,2,2023-03-18,4141.64,3.46%,1547.64
30049,6364,703,22,3,2023-06-11,6437.89,14.79%,1586.89
30050,1164,1178,32,2,2023-01-28,2327.06,19.91%,863.06
30051,6942,1536,170,1,2023-03-06,1055.63,28.53%,354.63
30052,6409,785,83,3,2023-07-19,8954.32,9.47%,3227.32
30053,4883,260,63,4,2023-09-19,12653.58,19.48%,5689.58
30054,5057,1159,1,2,2023-07-21,2070.06,18.64%,618.06
30055,3694,1667,132,2,2023-08-26,6217.18,8.79%,2855.18
30056,5677,1961,123,1,2023-01-05,2083.1,28.83%,555.1
30057,773,768,199,3,2023-12-16,2292.79,4.97%,1077.79
30058,724,1759,135,2,2023-03-17,1876.5,17.53%,920.5
30059,1219,917,192,2,2023-08-05,4674.98,9.46%,1906.98
30060,706,1084,195,3,2023-12-25,2811.44,9.18%,1023.44
30061,9474,254,12,1,2023-04-30,2127.08,3.51%,364.08
30062,4538,846,132,3,2023-04-15,6460.11,9.98%,2842.11
30063,611,1580,11,1,2023-11-08,1649.28,16.45%,658.28
30064,9924,731,82,2,2023-07-04,5948.13,18.22%,2256.13
30065,5055,1446,194,3,2023-02-13,7465.34,15.78%,1762.34
30066,9845,23,186,4,2023-06-06,6251.33,22.08%,1383.33
30067,7976,458,17,3,2023-12-20,2289.69,1.77%,1116.69
30068,9094,366,147,4,2023-06-05,4267.02,9.19%,1835.02
30069,4047,189,144,4,2023-09-03,4324.18,0.59%,1180.18
30070,8037,149,147,3,2023-03-07,8140.84,10.83%,3244.84
30071,7532,1522,194,4,2023-05-15,1270.66,27.05%,546.66
30072,7315,131,50,4,2023-12-19,4129.71,0.82%,1797.71
30073,8363,560,124,4,2023-12-26,1364.69,26.38%,240.69
30074,7881,1547,23,4,2023-09-08,5881.34,23.56%,2885.34
30075,7123,909,163,2,2023-11-06,4396.33,5.06%,1620.33
30076,2400,1161,138,2,2023-02-03,5808.92,28.79%,2570.92
30077,4956,494,35,4,2023-10-10,5651.22,20.47%,2443.22
30078,1375,719,50,1,2023-02-05,2828.43,19.54%,1385.43
30079,1597,691,51,2,2023-02-25,2584.78,10.90%,796.78
30080,9188,1474,187,4,2023-06-29,1837.63,14.48%,777.63
30081,6285,1240,40,4,2023-01-03,6943.44,17.26%,1311.44
30082,746,1997,168,1,2023-03-10,822.89,9.92%,156.89
30083,5485,1880,157,4,2023-09-21,6560.28,24.92%,2820.28
30084,8935,1559,13,3,2023-11-09,6751.32,1.61%,2173.32
30085,9686,1522,60,3,2023-02-23,746.98,18.61%,203.98
30086,3521,802,144,3,2023-09-21,7473.71,11.38%,2823.71
30087,3423,707,26,2,2023-07-25,3392.87,5.44%,1362.87
30088,3156,206,115,4,2023-12-08,1438.69,19.55%,254.69
30089,2724,1690,174,4,2023-06-03,15538.29,7.98%,7754.29
30090,4269,317,79,4,2023-03-10,2966.66,12.67%,1034.66
30091,6026,705,198,3,2023-04-09,2674.26,5.06%,736.26
30092,6062,93,24,4,2023-04-21,9491.03,11.22%,1999.03
30093,4241,524,150,4,2023-12-27,1618.68,17.03%,434.68
30094,3523,1285,178,2,2023-02-17,6909.47,8.76%,3059.47
30095,1172,1340,32,4,2023-02-27,15602.27,0.58%,7710.27
30096,6270,819,55,1,2023-04-04,1905.99,22.07%,511.99
30097,6030,820,150,1,2023-11-09,3083.42,12.30%,1531.42
30098,9857,233,185,4,2023-12-30,5306.73,9.94%,1630.73
30099,2723,1079,17,2,2023-09-11,912.69,9.46%,364.69
30100,7634,1607,116,4,2023-05-19,2538.82,18.55%,1242.82
30101,8875,1635,1,3,2023-10-13,3031.42,17.75%,1012.42
30102,7243,839,149,1,2023-03-09,831.14,9.95%,234.14
30103,1510,1839,14,3,2023-03-27,7819.79,13.80%,2440.79
30104,7936,985,120,1,2023-07-08,486.47,21.67%,234.47
30105,2264,96,83,3,2023-03-11,9407.05,27.20%,4625.05
30106,6887,1151,67,2,2023-08-30,2495.18,13.33%,769.18
30107,2285,924,92,4,2023-07-08,11538.87,24.52%,5258.87
30108,2960,1195,83,2,2023-08-12,5967.68,23.11%,2299.68
30109,9849,1020,148,3,2023-04-09,1057.68,14.86%,235.68
30110,3267,1081,51,4,2023-05-25,3162.42,21.48%,1506.42
30111,9466,1226,192,1,2023-05-20,1590.89,7.97%,516.89
30112,3519,225,9,1,2023-03-06,2940.48,16.74%,1226.48
30113,6216,585,31,2,2023-05-23,4219.52,23.56%,2009.52
30114,2016,1443,123,1,2023-01-09,2181.61,2.47%,1071.61
30115,9110,710,108,3,2023-02-25,846.4,14.38%,384.4
30116,9144,1682,46,2,2023-07-14,4898.05,7.92%,2268.05
30117,7664,1988,174,3,2023-10-18,4268.01,4.17%,1076.01
30118,8347,851,200,2,2023-09-09,3723.26,17.73%,1297.26
30119,8493,198,32,3,2023-10-02,3155.85,14.51%,656.85
30120,8387,97,25,2,2023-06-19,2706.71,25.13%,1100.71
30121,7565,1988,22,1,2023-06-18,1709.43,6.19%,645.43
30122,6353,737,102,3,2023-03-15,3694.98,5.09%,1378.98
30123,1438,305,125,4,2023-10-22,2842.11,1.45%,866.11
30124,8925,4,169,2,2023-11-24,3755.05,6.59%,1365.05
30125,3045,1749,6,2,2023-04-05,370.29,8.32%,158.29
30126,1452,28,188,3,2023-09-19,1713.68,28.07%,411.68
30127,7088,64,13,2,2023-12-28,3868.42,22.57%,1790.42
30128,4710,1799,121,2,2023-01-02,1800.99,15.92%,558.99
30129,1289,584,9,2,2023-05-26,1203.1,7.30%,469.1
30130,3248,1379,85,2,2023-06-23,387.49,19.23%,153.49
30131,1376,1164,144,1,2023-05-20,2738.31,10.04%,844.31
30132,4280,1875,61,2,2023-05-22,5667.68,22.22%,2439.68
30133,7492,1194,81,3,2023-09-03,7392.63,1.09%,3210.63
30134,3974,1268,52,2,2023-12-19,7023.87,16.25%,3079.87
30135,4595,1446,197,3,2023-03-14,7774.95,19.48%,2071.95
30136,1000,1298,6,2,2023-12-06,3123.29,17.26%,1197.29
30137,6339,1820,148,2,2023-09-25,6545.99,15.28%,2645.99
30138,2043,1728,148,1,2023-01-02,983.82,4.77%,248.82
30139,1045,1830,57,4,2023-02-18,4093.99,29.93%,1225.99
30140,4894,96,177,2,2023-10-15,4223.82,23.65%,1035.82
30141,5689,1595,143,2,2023-03-26,897.22,24.37%,223.22
30142,9271,1886,87,1,2023-11-19,325.94,10.47%,80.94
30143,4400,1952,57,2,2023-12-02,662.17,23.87%,250.17
30144,9750,598,136,1,2023-01-09,1730.71,7.89%,849.71
30145,5261,1586,6,1,2023-05-16,706.13,11.03%,157.13
30146,2137,1733,177,1,2023-10-29,2076.01,24.12%,666.01
30147,2928,1276,168,1,2023-05-02,1431.87,22.19%,523.87
30148,1835,1403,31,3,2023-11-08,814.57,16.94%,181.57
30149,7755,711,71,2,2023-03-14,5913.2,5.82%,2455.2
30150,4401,1737,100,4,2023-05-19,1203.25,5.85%,271.25
30151,3820,1923,146,2,2023-10-13,1763.86,16.11%,771.86
30152,7385,951,180,2,2023-01-21,539.99,29.51%,137.99
30153,4380,787,94,2,2023-10-26,1478.29,22.40%,374.29
30154,7530,748,35,1,2023-06-19,2526.07,5.66%,647.07
30155,7536,18,30,3,2023-06-23,2169.53,6.59%,606.53
30156,8633,670,178,4,2023-12-18,10722.32,18.30%,3106.32
30157,3955,1076,131,2,2023-06-18,727.2,9.63%,345.2
30158,9661,1276,73,3,2023-09-28,4479.66,15.35%,1755.66
30159,1963,504,98,1,2023-12-26,2806.24,1.94%,1059.24
30160,3449,1509,193,4,2023-12-25,10106.04,26.55%,4290.04
